,replicon,name,group,seq_len,is_mongrel,have_contig,complete,shotgun,chromosome,img_path
26,NC_037969,"Leucoraja circularis voucher efish-1183 mitochondrion, complete genome",Chondrichthyes,16719,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_037969.png
27,NC_031862,"Omphalius nigerrimus mitochondrion, complete genome",Gastropoda,17755,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_031862.png
28,NC_035421,"Bathymodiolus platifrons mitochondrion, complete genome",Bivalvia,17435,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_035421.png
29,NC_033859,"Pseudoplatystoma reticulatum mitochondrion, complete genome",Actinopteri,16576,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_033859.png
30,NC_028057,"Lucilia caesar isolate C2 mitochondrion, complete genome",Insecta,15954,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_028057.png
31,NC_045178,"Bombus terrestris lusitanicus mitochondrion, complete genome",Insecta,17049,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_045178.png
32,NC_045526,"Seicercus borealis mitochondrion, complete genome",Aves,16881,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_045526.png
33,NC_030281,"Morone americana mitochondrion, complete genome",Actinopteri,17966,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_030281.png
34,NC_027246,"Crocidura panayensis voucher KU164877 mitochondrion, complete genome",Mammalia,15456,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_027246.png
35,NC_043833,"Polycheles baccatus voucher NTM Cr006219 mitochondrion, complete genome",Malacostraca,16880,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_043833.png
36,NC_033917,"Hypselobarbus thomassi mitochondrial DNA, complete genome",Actinopteri,16601,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_033917.png
37,NC_052759,"Mullus surmuletus isolate DM358 mitochondrion, complete genome",Actinopteri,16577,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_052759.png
38,NC_004396,"Parazen pacificus mitochondrion, complete genome",Actinopteri,16848,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_004396.png
39,NC_018098,"Eospalax baileyi mitochondrion, complete genome",Mammalia,16351,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_018098.png
40,OU342425,"Vespa crabro genome assembly, organelle: mitochondrion",Insecta,22728,FALSE,FALSE,FALSE,FALSE,FALSE,/db/img/OU342425.png
41,NC_013989,"Hypsiglena chlorophaea deserticola mitochondrion, complete genome",Lepidosauria,17209,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_013989.png
42,NC_028058,"Stenopelmatus fuscus isolate BYU-IGC-OR014 mitochondrion, complete genome",Insecta,15767,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_028058.png
43,CM018288,"Taeniopygia guttata isolate Blue55 mitochondrion, complete sequence, whole genome shotgun sequence",Aves,16856,FALSE,TRUE,TRUE,TRUE,FALSE,/db/img/CM018288.png
44,NC_020659,"Ctenomys leucodon mitochondrion, complete genome",Mammalia,16216,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_020659.png
45,NC_008647,"Catostomus commersonii mitochondrion, complete genome",Actinopteri,16625,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_008647.png
46,NC_045091,"Birgus latro isolate TN1607D2026 mitochondrion, complete genome",Malacostraca,16411,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_045091.png
47,NC_051015,"Loxia leucoptera mitochondrion, complete genome",Aves,16811,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_051015.png
48,NC_046046,"Lycodon ruhstrati mitochondrion, complete genome",Lepidosauria,17168,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_046046.png
49,NC_035601,"Microcebus mamiratra isolate LOKO4.37 mitochondrion, complete genome",Mammalia,16735,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_035601.png
50,NC_059881,"Charadrius mongolus mitochondrion, complete genome",Aves,16919,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_059881.png
51,NC_021746,"Abisara fylloides mitochondrion, complete genome",Insecta,15301,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_021746.png
52,NC_051469,"Nesospiza acunhae mitochondrion, complete genome",Aves,16783,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_051469.png
53,NC_014882,"Acheilognathus somjinensis mitochondrion, complete genome",Actinopteri,16569,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_014882.png
54,NC_003191,"Antigonia capros mitochondrion, complete genome",Actinopteri,16508,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_003191.png
55,LN868204,"Enteromyxum leei mitochondrial genome, chromosome 4, complete sequence",Myxozoa,23717,FALSE,FALSE,TRUE,FALSE,TRUE,/db/img/LN868204.png
56,NC_053808,"Dephomys defua voucher MNHN-ZM-2011-343 mitochondrion, complete genome",Mammalia,16252,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_053808.png
57,NC_008065,"Xenagama taylori mitochondrion, complete genome",Lepidosauria,16220,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_008065.png
58,NC_015816,"Hemiodopsis gracilis mitochondrion, complete genome",Actinopteri,16731,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_015816.png
59,NC_006291,"Carassius carassius mitochondrion, complete genome",Actinopteri,16580,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_006291.png
60,NC_013711,"Acheilognathus macropterus mitochondrion, complete genome",Actinopteri,16774,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_013711.png
61,NC_023514,"Microcaecilia dermatophaga mitochondrion, complete genome",Amphibia,16085,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_023514.png
62,NC_012976,"Oryzias dancena mitochondrion, complete genome",Actinopteri,16863,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_012976.png
63,NC_057484,"Porocottus allisi isolate PAL3 mitochondrion, complete genome",Actinopteri,16369,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_057484.png
64,NC_023450,"Cryptocellus narino mitochondrion, complete genome",Arachnida,14554,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_023450.png
65,NC_011574,"Steganacarus magnus mitochondrion, complete genome",Arachnida,13818,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_011574.png
66,NC_037735,"Acanthaspis cincticrus mitochondrion, complete genome",Insecta,15686,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_037735.png
67,NC_048964,"Bathyraja eatonii mitochondrion, complete genome",Chondrichthyes,16698,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_048964.png
68,NC_016694,"Konosirus punctatus mitochondrial DNA, complete genome",Actinopteri,16698,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_016694.png
69,NC_026215,"Astacopsis gouldi mitochondrion, complete genome",Malacostraca,16678,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_026215.png
70,NC_003136,"Chimaera monstrosa mitochondrion, complete genome",Chondrichthyes,18580,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_003136.png
71,NC_051479,"Chelonoidis vicina mitochondrion, complete genome",Chondrichthyes,15661,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_051479.png
72,NC_044104,"Lutjanus carponotatus mitochondrion, complete genome",Actinopteri,16514,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_044104.png
73,NC_065313,"Coenochilus striatus mitochondrion, complete genome",Insecta,15480,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_065313.png
74,NC_036229,"Sicydium altum voucher stri-4981 mitochondrion, complete genome",Actinopteri,16499,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_036229.png
75,NC_024099,"Maruca vitrata mitochondrion, complete genome",Insecta,15385,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_024099.png
76,NC_014053,"Parnassius bremeri mitochondrion, complete genome",Insecta,15389,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_014053.png
77,NC_023521,"Carcharhinus sorrah mitochondrion, complete genome",Chondrichthyes,16707,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_023521.png
78,NC_021115,"Clathrina clathrus chromosome 3 mitochondrion, complete sequence",Calcarea,7920,FALSE,FALSE,TRUE,FALSE,TRUE,/db/img/NC_021115.png
79,NC_008676,"Hypentelium nigricans mitochondrion, complete genome",Actinopteri,16625,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_008676.png
80,NC_062679,"Tropostreptus hamatus voucher NHMD:621811 mitochondrion, complete genome",Diplopoda,15155,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_062679.png
81,HG992208,"Mellicta athalia genome assembly, organelle: mitochondrion",Insecta,15154,FALSE,FALSE,FALSE,FALSE,FALSE,/db/img/HG992208.png
82,NC_052889,"Gymnochthebius lividus voucher IBE<ESP>:AF163 mitochondrion, complete genome",Insecta,17647,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_052889.png
83,NC_010224,"Hynobius quelpaertensis mitochondrion, complete genome",Amphibia,16407,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_010224.png
84,NC_026527,"Pavona decussata mitochondrion, complete genome",Anthozoa,18378,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_026527.png
85,NC_033885,"Hoolock hoolock isolate HHO2 mitochondrion, complete genome",Mammalia,16495,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_033885.png
86,NC_022838,"Sicyopterus lagocephalus mitochondrion, complete genome",Actinopteri,16500,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_022838.png
87,NC_052794,"Burhinus bistriatus mitochondrion, complete genome",Aves,16856,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_052794.png
88,NC_022419,"Micronycteris megalotis mitochondrion, complete genome",Mammalia,16589,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_022419.png
89,NC_029203,"Idioscopus nitidulus mitochondrion, complete genome",Insecta,15287,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_029203.png
90,CM037077,"Aphelinus atriplicis isolate VGg00_Dn mitochondrion, whole genome shotgun sequence",Insecta,17587,FALSE,TRUE,FALSE,TRUE,FALSE,/db/img/CM037077.png
91,NC_061030,"Upeneus tragula mitochondrion, complete genome",Actinopteri,16609,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_061030.png
92,NC_064694,"Junonia artaxia isolate Jart2007.1 mitochondrion, complete genome",Insecta,15283,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_064694.png
93,NC_059900,"Nicrophorus nepalensis voucher GZUTCM:003 mitochondrion, complete genome",Insecta,17299,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_059900.png
94,NC_044640,"Pseudoregma bambucicola voucher HL20170622-4 mitochondrion, complete genome",Insecta,16632,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_044640.png
95,NC_051995,"Platynereis bicanaliculata mitochondrion, complete genome",Polychaeta,15868,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_051995.png
96,NC_047464,"Paraahimia luodianensis mitochondrion, complete genome",Insecta,16497,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_047464.png
97,KT153251,UNVERIFIED: Pan paniscus mitochondrion sequence,Mammalia,16605,FALSE,FALSE,FALSE,FALSE,FALSE,/db/img/KT153251.png
98,NC_008659,"Alburnus alburnus mitochondrion, complete genome",Actinopteri,16605,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_008659.png
99,NC_003081,"Tribolium castaneum mitochondrion, complete genome",Insecta,15881,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_003081.png
100,NC_039136,"Aldrovandia oleosa mitochondrial DNA, complete genome, specimen_voucher: ZMUB:21435",Actinopteri,16653,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_039136.png
101,NC_016422,"Oryx gazella mitochondrion, complete genome",Mammalia,16661,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_016422.png
102,NC_057437,"Phyllophorella liuwutiensis mitochondrion, complete genome",Holothuroidea,15969,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_057437.png
103,NC_066448,"Macrodactyla doreensis mitochondrion, complete genome",Anthozoa,20720,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_066448.png
104,NC_065197,"Garrulax courtoisi mitochondrion, complete genome",Aves,17875,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_065197.png
105,LR991652,"Trachurus trachurus genome assembly, organelle: mitochondrion",Actinopteri,16561,FALSE,FALSE,FALSE,FALSE,FALSE,/db/img/LR991652.png
106,NC_056777,"Argas boueti isolate 2 clone Contig 140 mitochondrion, complete genome",Arachnida,14307,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_056777.png
107,NC_064605,"Anopheles aquasalis mitochondrion, complete genome",Insecta,15384,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_064605.png
108,NC_053646,"Allonychiurus kimi mitochondrion, complete genome",Collembola,14387,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_053646.png
109,NC_004409,"Lycodes toyamensis mitochondrion, complete genome",Actinopteri,16697,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_004409.png
110,NC_015085,"Aceros waldeni mitochondrion, complete genome",Aves,21657,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_015085.png
111,NC_062856,"Trichogomphus mongol mitochondrion, complete genome",Insecta,17377,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_062856.png
112,NC_002177,"Halocynthia roretzi mitochondrion, complete genome",Ascidiacea,14771,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_002177.png
113,NC_028612,"Sphaeridium bipustulatum mitochondrion, complete genome",Insecta,16576,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_028612.png
114,NC_065373,"Lottia goshimai strain LB_QD_20 mitochondrion, complete genome",Gastropoda,19096,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_065373.png
115,NC_059920,"Aporrhais serresiana voucher NHMUK 20200347 mitochondrion, complete genome",Gastropoda,15455,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_059920.png
116,NC_042694,"Blarina hylophaga voucher USNM:568994 mitochondrion, complete genome",Mammalia,16755,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_042694.png
117,NC_016688,"Potamothrissa acutirostris mitochondrial DNA, complete genome",Actinopteri,16736,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_016688.png
118,NC_024401,"Neptis soma isolate N546 mitochondrion, complete genome",Insecta,15130,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_024401.png
119,NC_012676,"Istiophorus platypterus mitochondrion, complete genome",Actinopteri,16524,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_012676.png
120,NC_009940,"Strongylocentrotus droebachiensis mitochondrion, complete genome",Echinoidea,15717,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_009940.png
121,NC_031571,"Erimystax dissimilis mitochondrial DNA, complete genome",Actinopteri,16653,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_031571.png
122,CM045469,"Aix galericulata isolate NCHU-2012 mitochondrion, whole genome shotgun sequence",Aves,16707,FALSE,TRUE,FALSE,TRUE,FALSE,/db/img/CM045469.png
123,NC_060601,"Lucanus cervus mitochondrion, complete genome",Insecta,22714,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_060601.png
124,NC_015190,"Leptotila verreauxi mitochondrion, complete genome",Aves,17176,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_015190.png
125,NC_029946,"Macropodus erythropterus mitochondrion, complete genome",Actinopteri,16495,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_029946.png
126,NC_044142,"Sicyopterus longifilis isolate lon2 mitochondrion, complete genome",Actinopteri,16503,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_044142.png
127,NC_030262,"Reticulitermes labralis mitochondrion, complete genome",Insecta,15914,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_030262.png
128,NC_030336,"Lamprotula caveata mitochondrion, complete genome",Bivalvia,16641,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_030336.png
129,NC_057084,"Seladonia aeraria mitochondrion, complete genome",Insecta,15410,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_057084.png
130,NC_049865,"Raja brachyura isolate DM519 mitochondrion, complete genome",Chondrichthyes,16925,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_049865.png
131,NC_062007,"Cornularia pabloi mitochondrion, complete genome",Anthozoa,18052,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_062007.png
132,NC_057080,"Plautia crossota mitochondrion, complete genome",Insecta,16809,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_057080.png
133,NC_033545,"Geophagus steindachneri mitochondrion, complete genome",Actinopteri,16594,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_033545.png
134,NC_037393,"Choristoneura occidentalis mitochondrion, complete genome",Insecta,15536,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_037393.png
135,NC_030362,"Aradus compar mitochondrion, complete genome",Insecta,16814,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_030362.png
136,NC_030542,"Channa micropeltes mitochondrion, complete genome",Actinopteri,16567,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_030542.png
137,NC_066678,"Ashinkailepas seepiophila voucher MBM286888 mitochondrion, complete genome",Thecostraca,20032,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_066678.png
138,CM025915,"Silurus glanis strain Hod-8 mitochondrion, complete sequence, whole genome shotgun sequence",Actinopteri,16524,FALSE,TRUE,TRUE,TRUE,FALSE,/db/img/CM025915.png
139,CM028216,"Benedenia humboldti isolate 01-04 mitochondrion, complete sequence, whole genome shotgun sequence",Monogenea,13574,FALSE,TRUE,TRUE,TRUE,FALSE,/db/img/CM028216.png
140,NC_006853,"Bos taurus mitochondrion, complete genome",Mammalia,16338,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_006853.png
141,NC_028437,"Paradoxornis nipalensis voucher PNIP20150817V2 mitochondrion, complete genome",Aves,16996,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_028437.png
142,NC_033547,"Andinoacara pulcher mitochondrion, complete genome",Actinopteri,16513,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_033547.png
143,NC_027289,"Haplochromis burtoni mitochondrion, complete genome",Actinopteri,16583,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_027289.png
144,NC_008452,"Acanthocardia tuberculata mitochondrion, complete genome",Bivalvia,16104,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_008452.png
145,NC_052818,"Nothocercus julius mitochondrion, complete genome",Aves,16695,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_052818.png
146,OW051474,"Oscheius onirici genome assembly, organelle: mitochondrion",Chromadorea,16568,FALSE,FALSE,FALSE,FALSE,FALSE,/db/img/OW051474.png
147,NC_056782,"Sebastes maliger mitochondrion, complete genome",Actinopteri,16403,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_056782.png
148,NC_046706,"Salvelinus boganidae isolate BGEL17_001 mitochondrion, complete genome",Actinopteri,16655,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_046706.png
149,NC_034781,"Macrosteles quadrilineatus mitochondrion, complete genome",Insecta,16626,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_034781.png
150,NC_031543,"Psilorhynchus pseudecheneis mitochondrial DNA, complete genome",Actinopteri,16554,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_031543.png
151,NC_061226,"Ixodes granulatus mitochondrion, complete genome",Arachnida,14540,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_061226.png
152,OW804103,"Sthenelais limicola genome assembly, organelle: mitochondrion",Polychaeta,16680,FALSE,FALSE,FALSE,FALSE,FALSE,/db/img/OW804103.png
153,NC_025514,"Vanellus cinereus mitochondrion, complete genome",Aves,17074,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_025514.png
154,NC_011575,"Anguilla luzonensis mitochondrion, complete genome",Actinopteri,16635,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_011575.png
155,NC_010532,"Trigoniophthalmus alternatus mitochondrion, complete genome",Insecta,16197,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_010532.png
156,NC_030002,"Panchlora nivea mitochondrion, complete genome",Insecta,16034,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_030002.png
157,NC_023383,"Macquaria australasica mitochondria, isolate MP_C1, complete genome",Actinopteri,16496,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_023383.png
158,NC_036767,"Iriatherina werneri mitochondrial DNA, complete genome",Actinopteri,16526,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_036767.png
159,NC_041100,"Muntiacus feae isolate M02 mitochondrion, complete genome",Mammalia,16355,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_041100.png
160,NC_031824,"Ischnura elegans mitochondrion, complete genome",Insecta,15962,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_031824.png
161,NC_037816,"Anopheles guarani clone PR29_08_8 mitochondrion, complete genome",Insecta,15531,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_037816.png
162,NC_062181,"Cucullia pustulata mitochondrion, complete genome",Insecta,15378,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_062181.png
163,NC_036007,"Culex usquatissimus isolate RO25_19 mitochondrion, complete genome",Insecta,15574,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_036007.png
164,NC_026304,"Pomacanthus imperator mitochondrion, complete genome",Actinopteri,16538,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_026304.png
165,NC_003712,"Arenaria interpres mitochondrion, complete genome",Aves,16725,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_003712.png
166,NC_025654,"Anser indicus mitochondrion, complete genome",Aves,16731,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_025654.png
167,NC_036156,"Hydromanicus wulaianus mitochondrion, complete genome",Insecta,15289,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_036156.png
168,NC_039107,"Tubuca capricornis mitochondrion, complete genome",Malacostraca,15629,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_039107.png
169,NC_027449,"Macaca cyclopis isolate Mc-mitogm12060805 mitochondrion, complete genome",Mammalia,16563,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_027449.png
170,NC_056270,"Brevicoryne brassicae mitochondrion, complete genome",Insecta,15927,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_056270.png
